District,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,2022-09,4242.9,24.3872222222222,32.7522222222222,75.7942592592593,99.2285185185185,0.164727954971857,7.96228893058161
Bhadradri Kothagudem,2021-01,0,18.6492286115007,33.3301542776999,45.9454417952314,97.3542776998598,,
Bhadradri Kothagudem,2021-02,0,17.8478260869565,34.4439440993789,33.0141304347826,94.9844720496894,,
Bhadradri Kothagudem,2021-03,0,21.6028050490884,37.3865357643759,30.0931276297335,91.8977559607293,,
Bhadradri Kothagudem,2021-04,1663.4,24.2220289855072,38.5734782608696,38.003768115942,90.2285507246377,0.0402898550724638,9.22768115942029
Bhadradri Kothagudem,2021-05,1394.3,26.0823311748381,38.6873265494912,26.8244218316374,58.3560592044403,0.091304347826087,5.78168362627197
Bhadradri Kothagudem,2021-06,2940.1,25.9697101449275,35.3327536231884,56.2355072463768,93.9857971014493,0.0278260869565217,7.80521739130435
Bhadradri Kothagudem,2021-07,9107.8,25.1601683029453,32.7591865357644,72.6223001402525,97.3323983169705,0.0347826086956522,7.44544179523142
Bhadradri Kothagudem,2021-08,4963.4,25.0882187938289,33.0910238429173,71.3364656381487,97.487237026648,0.00841514726507714,6.96353436185133
Bhadradri Kothagudem,2021-09,9796.7,24.8978260869565,32.4140579710145,74.7978260869565,98.6136231884058,0.00449275362318841,6.18304347826087
Bhadradri Kothagudem,2021-10,2160.2,23.9589060308555,33.6945301542777,62.7841514726508,98.0201963534362,0.000280504908835905,5.34712482468443
Bhadradri Kothagudem,2021-11,776.1,22.4934782608696,32.0150724637681,64.6391304347826,97.3897101449275,0,0
Bhadradri Kothagudem,2021-12,150.3,17.3301542776999,31.1343618513324,50.0416549789621,96.7263674614306,0.00855539971949509,4.65259467040673
Bhadradri Kothagudem,2022-01,693.1,17.2391304347826,30.8387096774194,49.4058906030856,96.351332398317,0.00280504908835905,5.23225806451613
Bhadradri Kothagudem,2022-02,0,11.2142857142857,36.7035714285714,13.3107142857143,100,0,64.8571428571429
Bhadradri Kothagudem,2022-03,215.5,21.8347826086957,37.4382889200561,31.496633941094,91.0321178120617,0.0237026647966339,6.79382889200561
Bhadradri Kothagudem,2022-04,195.1,25.8934782608696,38.6408695652174,38.4952173913044,89.5230434782609,0.0871014492753623,7.23594202898551
Bhadradri Kothagudem,2022-05,999.3,27.3161290322581,39.6614305750351,37.5109396914446,83.5007012622721,0.147405329593268,8.3328190743338
Bhadradri Kothagudem,2022-06,4729.6,26.6052173913043,37.051884057971,47.5684057971015,86.6847605224964,0.0303779069767442,7.65232558139535
Bhadradri Kothagudem,2022-07,13358,24.6988779803647,31.1610098176718,76.2178120617111,98.3422159887798,0.15353982300885,6.36342182890855
Bhadradri Kothagudem,2022-08,5853.2,25.1416549789621,32.9753155680224,69.2454417952314,97.238569424965,0.0336182336182336,6.63276353276353
Bhadradri Kothagudem,2022-09,6498.6,24.6823188405797,33.0073913043478,70.7682608695652,98.1507246376812,0.015625,5.94464285714286
Bhadradri Kothagudem,2019-01,359.4,16.1664071190211,30.9026696329255,45.0120133481646,96.3710789766407,0.0371007371007371,5.61928746928747
Bhadradri Kothagudem,2019-02,9.1,19.9443349753695,34.1091133004926,41.1522167487685,94.4629310344827,0.226086956521739,6.45933503836317
Bhadradri Kothagudem,2019-03,146.2,22.8004449388209,36.816573971079,38.3607341490545,92.4414905450501,0.27593984962406,7.081328320802
Bhadradri Kothagudem,2019-04,286.1,25.1183908045977,39.5409195402299,30.047816091954,86.9880459770115,0.293023255813953,8.28966408268734
Bhadradri Kothagudem,2019-05,658.9,27.9130144605117,41.6515016685206,29.5146829810901,81.6904338153504,0.203007518796992,8.74749373433584
Bhadradri Kothagudem,2019-06,1442.1,28.7163768115942,38.9795652173913,42.8539130434783,80.5036231884058,0.219815668202765,9.05099846390169
Bhadradri Kothagudem,2019-07,5766.6,25.9643758765778,34.0046283309958,63.4199158485274,93.9910238429173,0.0772321428571429,9.55178571428571
Bhadradri Kothagudem,2019-08,9312.3,25.2866760168303,32.6450210378682,75.1973352033661,96.6322580645161,0.158974358974359,9.30407239819005
Bhadradri Kothagudem,2019-09,5926.4,25.1520539730135,32.4252473763118,76.5975862068966,96.8447826086956,0.10205047318612,7.43832807570978
Bhadradri Kothagudem,2019-10,3416.2,24.3017110799439,33.8069565217391,70.1281486676017,97.5842776998598,-0.00716292134831461,5.53033707865169
